,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
6953,700004291.0,URN:NBN:no-nb_dhlab_700004291,Årsrapport,,,,,,2018-03-15 00:00:00,2018.0,"Regelrådet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:23:15,
6957,700026148.0,URN:NBN:no-nb_dhlab_700026148,BioDigSirk - oppsummering og sluttrapport,,,,,,2023-01-18 00:00:00,2023.0,"Klima- og miljødepartementet / Landbruks- og matdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / KLD / LMD / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2023-01-20 16:00:24,
6964,700013504.0,URN:NBN:no-nb_dhlab_700013504,Havbruk til havs : Ny teknologi - nye områder,Arbeidsgruppe,,,,,2019-01-15 20:10:55,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Evaluering,Rapport,kudos,kudos,2022-10-07 20:10:55,
6975,700010952.0,URN:NBN:no-nb_dhlab_700010952,Tildelingsbrev,,,,,,2019-01-18 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Norsk nukleær dekommisjonering",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:34:28,
7003,700010795.0,URN:NBN:no-nb_dhlab_700010795,Nettverkssamfunn og frivillige organisasjoner,"Senter for forskning på sivilsamfunn og frivillig sektor / Steen-Johnsen , Kari / Enjolras , Bernard / Kruse , Anja Emilie",,,9788277633800,,2012-03-14 00:00:00,2012.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7015,700005902.0,URN:NBN:no-nb_dhlab_700005902,Instruks for Direktoratet for mineralforvaltning,,,,,,2020-12-22 00:00:00,2020.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Direktoratet for mineralforvaltning / Direktoratet for mineralforvaltning med Bergmesteren for Svalbard . / DIREKTORATET FOR MINERALFORVALTNING MED BERGMESTEREN FOR SVALBARD",,,,Instruks,Instruks,kudos,kudos,2022-10-24 11:01:40,
7022,700023851.0,URN:NBN:no-nb_dhlab_700023851,Ot.prp . nr. 2 ( 1999-2000 ) : Om lov om endringer i lov 4. desember 1992 nr. 127 om kringkasting ( Endringer som følge av tillegg til EØS-avtalens fjernsynsdirektiv ),,,,,,1999-10-08 00:00:00,1999.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2022-10-05 08:58:01,
7023,700002437.0,URN:NBN:no-nb_dhlab_700002437,Tildelingsbrev ( . pdf ),,,,,,2020-02-04 00:00:00,2020.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Nidaros Domkirkes Restaureringsarbeider,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:52:29,
7024,700005607.0,URN:NBN:no-nb_dhlab_700005607,Tildelingsbrev,,,,,,2020-01-02 00:00:00,2020.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Norges geologiske undersøkelse ( NGU ) / Norges geologiske undersøkelse / NGU",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-10-13 20:52:10,
7034,700020340.0,URN:NBN:no-nb_dhlab_700020340,St.prp . nr. 35 ( 2008-2009 ) : BaneTele AS – salg av statens aksjer,,,,,,2008-12-19 11:45:00,2008.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:56:09,
7037,700004501.0,URN:NBN:no-nb_dhlab_700004501,Krav til årsrapport og årsregnskap,,,,,,2018-01-23 00:00:00,2018.0,"Kystverket / Kystverket hovedkontoret / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:47:26,
7045,700021964.0,URN:NBN:no-nb_dhlab_700021964,Ot.prp . nr. 81 ( 2003-2004 ) : Om lov om endringar i lov 13. juni 1997 nr. 53 om tilsyn med erverv i dagspresse og kringkasting,,,,,,2004-06-04 09:45:00,2004.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:14:13,
7051,700023945.0,URN:NBN:no-nb_dhlab_700023945,Årsrapport,,,,,,2022-05-31 00:00:00,2022.0,"Klagenemndssekretariatet / KLAGENEMNDSSEKRETARIATET / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-06 21:04:18,
7055,700004598.0,URN:NBN:no-nb_dhlab_700004598,Kjøpermakt i dagligvaresektoren,"Gabrielsen , Tommy Staahl / Steen , Frode / Sørgard , Lars / Vagstad , Steinar",,,,,2013-04-16 00:00:00,2013.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7061,700022636.0,URN:NBN:no-nb_dhlab_700022636,St.prp nr. 1 Tillegg nr. 6 ( 2007-2008 ) : Om endring av St.prp . nr. 1 om statsbudsjettet 2008,,,,,,2007-11-09 11:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:12:33,
7135,700007870.0,URN:NBN:no-nb_dhlab_700007870,Kartlegging av administrative kostnader,,,,,,2010-06-23 00:00:00,2010.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7137,700022313.0,URN:NBN:no-nb_dhlab_700022313,St.prp . nr. 1 ( 2007-2008 ),,,,,,2007-10-05 10:00:00,2007.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:11:34,
7146,700020840.0,URN:NBN:no-nb_dhlab_700020840,Statsbudsjettet 2022 - Endelig tildelingsbrev til Lotteri- og stiftelsestilsynet,,,,,,2022-03-08 00:00:00,2022.0,Kultur- og likestillingsdepartementet / KUD / Lotteri- og stiftelsestilsynet / Lotteri- og stiftelsestilsynet / LOTTERI- OG STIFTELSESTILSYNET,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:09:54,
7150,700014136.0,URN:NBN:no-nb_dhlab_700014136,Årsrapport,,,,,,2021-04-29 00:00:00,2021.0,"Norsk romsenter / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:14:46,
7157,700022466.0,URN:NBN:no-nb_dhlab_700022466,Ot.prp . nr. 47 ( 2006-2007 ) : Om lov om registrering av innsamlinger,,,,,,2007-03-30 11:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:12:02,
7175,700006858.0,URN:NBN:no-nb_dhlab_700006858,Statens eierberetning 2017,NFD,,,,,2018-06-12 20:11:25,2018.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",de,,,Statusrapport,Rapport,kudos,kudos,2022-10-07 20:11:25,
7176,700021707.0,URN:NBN:no-nb_dhlab_700021707,St.meld . nr. 10 ( 2007-2008 ) : Knutepunkt,,,,,,2007-12-21 12:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 12:09:56,
7183,700014952.0,URN:NBN:no-nb_dhlab_700014952,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2018-05-07 00:00:00,2018.0,Kulturdepartementet / Kunst i offentlege rom - KORO / Kunst i offentlige rom / KORO / KUNST I OFFENTLIGE ROM KORO / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:26:10,
7203,700000061.0,URN:NBN:no-nb_dhlab_700000061,Instruks,,,,,,2016-01-29 00:00:00,2016.0,"Klima- og miljødepartementet / KLD / Miljødepartementet / Norsk Kulturminnefond / Norsk kulturminnefond , Sekretariatet",,,,Instruks,Instruks,kudos,kudos,2022-10-24 11:01:40,
7215,700002889.0,URN:NBN:no-nb_dhlab_700002889,Tildelingsbrev,,,,,,2019-01-09 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Justervesenet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:08:22,
7233,700020286.0,URN:NBN:no-nb_dhlab_700020286,St.prp . nr. 33 ( 2007-2008 ) : Eksportfinans ASA – statlig deltakelse i kapitalforhøyelse,,,,,,2008-01-18 11:45:00,2008.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:56:01,
7237,700001885.0,URN:NBN:no-nb_dhlab_700001885,Action plan for the travel and tourism industry,,,,,,2005-09-26 00:00:00,2005.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7269,700022874.0,URN:NBN:no-nb_dhlab_700022874,St.meld . nr. 50 ( 2002-2003 ) : Nordisk samarbeid,,,,,,2003-09-26 10:26:19,2003.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2022-06-09 10:59:38,
7281,700024870.0,URN:NBN:no-nb_dhlab_700024870,Brev,,,,,,2022-06-29 00:00:00,2022.0,Diskrimineringsnemnda / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-06 21:04:18,
7282,700019177.0,URN:NBN:no-nb_dhlab_700019177,"Meld . St . 28 ( 2012-2013 ) : Unique ideas , major assets",,,,,,2013-04-12 11:45:00,2013.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en-GB,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:34:15,
7312,700006245.0,URN:NBN:no-nb_dhlab_700006245,Partssammensatt maritimt utvalg,"Utvalg / mfl. , Liv Holmefjord",,,,,2021-03-19 20:11:15,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Forhåndsutredning,Rapport,kudos,kudos,2022-10-07 20:11:15,
7321,700010653.0,URN:NBN:no-nb_dhlab_700010653,Oppdragsbrev,,,,,,2017-01-31 00:00:00,2017.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Siva SF",no,,,Ukategorisert,Oppdragsbrev,kudos,kudos,2022-10-06 14:08:02,
7331,700004775.0,URN:NBN:no-nb_dhlab_700004775,Handlingsplan mot spillproblemer 2013-2015,,,,,,2012-12-22 00:00:00,2012.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
7354,700006786.0,URN:NBN:no-nb_dhlab_700006786,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2018-07-03 00:00:00,2018.0,Kulturdepartementet / Nidaros Domkirkes Restaureringsarbeider / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:25:14,
7357,700014060.0,URN:NBN:no-nb_dhlab_700014060,Tilskuddsbrev,,,,,,2016-01-05 00:00:00,2016.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Visit Svalbard",,,,Tilskuddsbrev,Tilskuddsbrev,kudos,kudos,2022-10-24 11:01:40,
7375,700008462.0,URN:NBN:no-nb_dhlab_700008462,Gjennomgang av offentlige virkemidler for næringsklynger og nettverk,Econ Pyöyry,,,,,2011-01-01 00:00:00,2011.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
